128
Properties=pos:R:3:force:R:3:type:1
-1.99575e+00 -6.62478e+00 -2.77187e-02 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-3.76975e+00 -4.85078e+00 -2.77187e-02 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-5.54375e+00 -3.07678e+00 -2.77187e-02 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-2.21750e-01 -6.62478e+00 -1.80172e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-2.21750e-01 -4.85078e+00 -3.57572e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-1.99575e+00 -4.85078e+00 -1.80172e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-1.99575e+00 -3.07678e+00 -3.57572e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-3.76975e+00 -3.07678e+00 -1.80172e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-3.76975e+00 -1.30278e+00 -3.57572e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-5.54375e+00 -1.30278e+00 -1.80172e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-5.54375e+00 4.71219e-01 -3.57572e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-2.21750e-01 -3.07678e+00 -5.34972e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-1.99575e+00 -1.30278e+00 -5.34972e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-3.76975e+00 4.71219e-01 -5.34972e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-3.76975e+00 -4.85078e+00 3.52028e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
1.55225e+00 -6.62478e+00 -2.77188e-02 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-2.21750e-01 -6.62478e+00 1.74628e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-2.21750e-01 -4.85078e+00 -2.77188e-02 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
-1.99575e+00 -4.85078e+00 1.74628e+00 5.7735026919e-01 5.7735026919e-01 5.7735026919e-01 0 
